1,-0.075
2,-0.0757
3,-0.0771
4,-0.0775
5,-0.0781
6,-0.0786
7,-0.0787
8,-0.0783
9,-0.0775
10,-0.0771
11,-0.0772
12,-0.0778
13,-0.078
14,-0.0778
15,-0.0773
16,-0.0763
17,-0.0761
18,-0.076
19,-0.0758
20,-0.075
21,-0.0745
22,-0.0736
23,-0.0728
24,-0.0725
25,-0.0721
26,-0.0719
27,-0.072
28,-0.0724
29,-0.0728
30,-0.0733
31,-0.0739
32,-0.074
33,-0.0742
34,-0.0744
35,-0.0746
36,-0.0752
37,-0.076
38,-0.0763
39,-0.0771
40,-0.0774
41,-0.0778
42,-0.0787
43,-0.0789
44,-0.0793
45,-0.08
46,-0.0803
47,-0.081
48,-0.0817
49,-0.082
50,-0.0825
51,-0.0828
52,-0.0829
53,-0.0831
54,-0.0832
55,-0.0834
56,-0.0835
57,-0.0836
58,-0.0836
59,-0.0837
60,-0.0838
61,-0.0839
62,-0.0842
63,-0.0842
64,-0.0842
65,-0.0842
66,-0.0844
67,-0.0847
68,-0.0849
69,-0.0851
70,-0.0858
71,-0.086
72,-0.0861
73,-0.0862
74,-0.0862
75,-0.0864
76,-0.0865
77,-0.0867
78,-0.0869
79,-0.087
80,-0.0871
81,-0.0875
82,-0.0875
83,-0.0875
84,-0.0877
85,-0.0878
86,-0.0883
87,-0.0887
88,-0.0888
89,-0.0895
90,-0.0898
91,-0.0897
92,-0.0896
93,-0.0895
94,-0.0893
95,-0.0899
96,-0.0909
97,-0.0916
98,-0.0917
99,-0.0917
100,-0.0928
101,-0.0966
102,-0.1023
103,-0.1085
104,-0.1147
105,-0.1176
106,-0.1248
107,-0.1282
108,-0.1297
109,-0.1355
110,-0.1395
111,-0.1445
112,-0.1469
113,-0.1487
114,-0.1505
115,-0.1525
116,-0.1541
117,-0.1552
118,-0.156
119,-0.1566
120,-0.157
121,-0.1575
122,-0.158
123,-0.1583
124,-0.1581
125,-0.1575
126,-0.1561
127,-0.155
128,-0.151
129,-0.1476
130,-0.1458
131,-0.1406
132,-0.1375
133,-0.1358
134,-0.1306
135,-0.1265
136,-0.12
137,-0.1158
138,-0.1137
139,-0.1097
140,-0.1062
141,-0.1047
142,-0.1002
143,-0.0982
144,-0.0977
145,-0.0971
146,-0.098
147,-0.0986
148,-0.0983
149,-0.098
150,-0.0981
151,-0.0977
152,-0.0968
153,-0.0941
154,-0.0937
155,-0.0939
156,-0.0947
157,-0.0949
158,-0.0955
159,-0.0955
160,-0.0952
161,-0.0949
162,-0.0952
163,-0.0953
164,-0.0956
165,-0.0953
166,-0.0948
167,-0.0941
168,-0.0939
169,-0.0939
170,-0.0941
171,-0.0941
172,-0.0944
173,-0.095
174,-0.0954
175,-0.0958
176,-0.0975
177,-0.098
178,-0.099
179,-0.0993
180,-0.0996
181,-0.101
182,-0.1014
183,-0.1018
184,-0.1027
185,-0.1028
186,-0.1028
187,-0.1033
188,-0.1036
189,-0.1046
190,-0.1055
191,-0.1055
192,-0.0973
193,-0.0972
194,-0.0978
195,-0.1021
196,-0.1038
197,-0.108
198,-0.1167
199,-0.1193
200,-0.1229
201,-0.1267
202,-0.1277
203,-0.1313
204,-0.1317
205,-0.1314
206,-0.1276
207,-0.1265
208,-0.1251
209,-0.1248
210,-0.1251
211,-0.1258
212,-0.1256
213,-0.1253
214,-0.1247
215,-0.1252
216,-0.1257
217,-0.1276
218,-0.1279
219,-0.1279
220,-0.1272
221,-0.1271
222,-0.127
223,-0.1268
224,-0.1258
225,-0.1247
226,-0.1229
227,-0.121
228,-0.1205
229,-0.1222
230,-0.1207
231,-0.1165
232,-0.1165
233,-0.1174
234,-0.1198
235,-0.1201
236,-0.1201
237,-0.1198
238,-0.1198
239,-0.1194
240,-0.1191
241,-0.1188
